headline,date,doc_type,material_type,section,keywords
"Help! $5,000 Reward for Return of Dog! Oh, Never Mind.",2005-06-03,article,News,,['Animals']
Forrester Says Waste and Taxes Both Need to Be Cut,2005-06-05,article,News,,[]
"Pepsi, Playwriting and Applying Makeup",2005-06-05,article,News,,"['Writing and Writers', 'Books and Literature']"
Fed Official Moves Up and Into Politics,2005-06-17,article,News,,['United States Economy']
"Add That Youthful Glow, but Watch the Wattage",2005-06-23,article,News,,['Cosmetics and Toiletries']
Gadgets of the week: Subwoofer for iPods,2005-06-18,article,News,,[]
U.S. and Britain Agree on Relief for Poor Nations,2005-06-10,article,News,,"['United States International Relations', 'Credit', 'GROUP OF EIGHT', 'Economic Conditions and Trends', 'Third World and Developing Countries', 'Foreign Aid']"
Medicare Officials Insisting on Wider Choices in Drug Benefits,2005-06-15,article,News,,"['Health Insurance and Managed Care', 'Insurance', 'Drugs (Pharmaceuticals)', 'Medicare', 'Medicine and Health', 'Law and Legislation']"
"Remember, Summer's Lease Hath All Too Short a Date",2005-06-05,article,News,,['HOTELS AND MOTELS']
Down Under: 'Toe in the water',2005-06-10,article,News,,[]
