headline,date,doc_type,material_type,section,keywords
MERCHANT AND IVORY STRIKE GOLD,1986-07-05,article,News,,"['MOTION PICTURES', 'Finances']"
OIL PRICES CAST A PALL OVER PRUDHOE BAY,1986-07-27,article,News,,"['LABOR', 'PRICES', 'Wages and Salaries', 'LAYOFFS (LABOR)', 'Oil (Petroleum) and Gasoline', 'Governors (US)', 'Elections']"
"KRISTIE PHILLIPS, 14, SETS SIGHTS ON GYMNASTICS GOLD",1986-07-28,article,News,,"['Gymnastics', 'Children and Youth']"
"BUSINESS DIGEST: TUESDAY, JULY 29, 1986",1986-07-29,article,Summary,,[]
"INVESTING;
SILVER: A NOT-SO-PRECIOUS METAL",1986-07-20,article,News,,"['Silver', 'INVESTMENT STRATEGIES']"
"BUSINESS DIGEST: FRIDAY, JULY 4, 1986",1986-07-04,article,Summary,,['United States Economy']
"BUSINESS DIGEST: TUESDAY, JULY 1, 1986",1986-07-01,article,Summary,,['United States Economy']
COURT REJECTS CHALLENGE TO PRETORIA'S CRACKDOWN,1986-07-17,article,News,,"['Labor Role In Politics', 'LAWYERS', 'LABOR', 'BLACKS (NON-US)', 'Political Prisoners', 'Politics and Government', 'RACIAL RELATIONS', 'SUITS AND CLAIMS AGAINST GOVERNMENT', 'Legal Profession']"
"NUMISMATICS;
DESIGNS ANNOUNCED FOR BULLION COINS",1986-07-13,article,News,,"['Numismatics', 'Gold', 'Silver']"
BIRTHDAY FOR ALBANY,1986-07-20,article,News,,"['Numismatics', 'MEDALS AND MEDALLIONS']"
