headline,date,doc_type,material_type,section,keywords
Ex-Directors of Disney Again Urge Eisners Ouster,2004-03-01,article,News,,['Executives and Management']
"For the Jobless, Help From an Unexpected Source",2004-02-22,article,News,,"['JEWS', 'LABOR']"
"Good Morning, Mr. Phelps. Next Mission: Olympics.",2004-02-16,article,News,,"['Swimming', 'Olympic Games', 'SUMMER GAMES (OLYMPICS)', 'Olympic Games (2004)']"
"2 Doors, 617 Horses, Just $2 Million",2004-02-25,article,News,,"['Automobiles', 'Prices (Fares, Fees and Rates)']"
"Where White-Cloth Dining Faltered, Chain Looks to Thrive",2004-03-01,article,News,,"['Restaurants', 'Shutdowns (Institutional)']"
New Orleans,2004-02-01,article,News,,['Travel and Vacations']
Help Grandparents of Rich Kids Now. Deal With Real Problems Later.,2004-02-06,article,News,,"['International Trade and World Market', 'Taxation', 'Finances', 'Budgets and Budgeting', 'Wills and Estates', 'Grandparents']"
American Potpie,2004-02-22,article,Review,,"['Reviews', 'Restaurants']"
Deals and Discounts,2004-02-15,article,News,,['Travel and Vacations']
"Once the Defense Woke Up, It Found All the Best Choices",2004-02-19,article,News,,['Bridge (Card Game)']
