headline,date,doc_type,material_type,section,keywords
"Device Protection, Without the Armor Plating",2012-10-01,article,News,,[]
A Vodka That’s No Small Potatoes,2012-10-10,article,News,,['Vodka']
Investors Indulge in Below-Grade Bonds,2012-10-05,article,News,,"['Interest Rates', 'Stocks and Bonds']"
Financial Survival in a Time of Fiscal Peril,2012-10-16,article,News,,"['United States Economy', 'Credit and Debt', 'Stocks and Bonds', 'Inflation (Economics)', 'Federal Budget (US)']"
"Ceramic Pieces, Pre-Columbian Art and Byzantine Jewelry",2012-10-25,article,News,,"['Art', 'Auctions', 'Ceramics and Pottery', 'Museums', 'Antiques']"
The Case for Calm Over Rising Health Costs,2012-10-06,article,Review,,"['Books and Literature', 'Health Insurance and Managed Care', 'Inflation (Economics)']"
A Restaurant Do-Over Beside the Sound,2012-10-19,article,News,,['Restaurants']
The Prize for Pushing the Cutting Edge,2012-10-25,article,News,,"['Watches and Clocks', 'Design']"
Michael Namer,2012-10-16,article,Interview,,['Real Estate and Housing (Residential)']
TPG Drops Billabong Bid,2012-10-12,article,News,,"['Mergers, Acquisitions and Divestitures']"
