headline,date,doc_type,material_type,section,keywords
"BUSINESS DIGEST: FRIDAY, MARCH 25, 1988",1988-03-25,article,Summary,,[]
"DOW CUTS BIG EARLY LOSS, ENDS DOWN 5.63",1988-03-05,article,News,,"['Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME', 'Dow Jones Stock Average']"
"BUSINESS DIGEST: WEDNESDAY, MARCH 2, 1988",1988-03-02,article,Summary,,[]
Dollar's Decline Continues,1988-03-26,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'Currency']"
Dollar Continues To Decline,1988-03-29,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'PRICES', 'Currency']"
"Dow Advances 48.41 To Finish at 2,071.62",1988-03-01,article,News,,"['Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME', 'Dow Jones Stock Average']"
Surge in Platinum Sparks A Rally in Precious Metals,1988-03-01,article,News,,"['Gold', 'FUTURES TRADING', 'PLATINUM', 'Silver']"
The Deal Makers Set a Fast Pace,1988-03-06,article,News,,"['Mergers, Acquisitions and Divestitures', 'United States Economy', 'Corporations']"
Precious Metals and Oil Rise During New York Trading,1988-03-16,article,News,,"['Metals and Minerals', 'PRICES', 'Oil (Petroleum) and Gasoline', 'FUTURES TRADING']"
"NUMISMATICS;
Famous Collection to Be Auctioned",1988-03-13,article,News,,"['Numismatics', 'Auctions']"
