headline,date,doc_type,material_type,section,keywords
"For Stocks, an Amazingly Good Year",2014-01-01,article,News,,"['Dow Jones Stock Average', 'Nasdaq Composite Index', ""Standard & Poor's 500-Stock Index"", 'Stocks and Bonds']"
"Struggle to Reach Olympics Is the Family’s, Too",2014-01-13,article,News,,"['Olympic Games (2014)', 'Figure Skating']"
"A Third Ring, Bearing the Most Important Truth",2014-01-09,article,News,,"['Dating and Courtship', 'Jewels and Jewelry', 'Weddings and Engagements', 'Modern Love (Times Column)']"
Submerging Markets,2014-01-24,article,News,,['Third World and Developing Countries']
"Loaded With Centers, Team Canada Passes on Some Notables",2014-01-07,article,News,,"['Hockey, Ice', 'Olympic Games (2014)']"
Public Hospitals Hope to Attract More Upscale Patients Under Affordable Care Act,2014-01-15,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care', 'Hospitals']"
Pay-Per-Like,2014-01-07,article,News,,"['Advertising and Marketing', 'Social Media']"
Watch Transparency Reaches New Height,2014-01-20,article,News,,['Watches and Clocks']
Export Ban Has Jakarta Doing Math,2014-01-27,article,News,,"['Metals and Minerals', 'Mines and Mining', 'International Trade and World Market']"
"Apartment for Sale, Taste Included",2014-01-03,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Home Repairs and Improvements']"
