headline,date,doc_type,material_type,section,keywords
"N.B.A. Fines Bucks, Karl and Allen",2001-06-06,article,News,,"['Officiating (Sports)', 'Fines (Penalties)', 'Playoff Games', 'Coaches and Managers', 'Basketball']"
Creative Contemporary American Food,2001-07-01,article,News,,"['Reviews', 'Restaurants']"
"Jostling on the Highway; Internet Providers, Aspiring to Serve",2001-06-21,article,News,,['Computers and the Internet']
Top Picks for New-World Wines,2001-06-16,article,,,[]
"Jerry Sterner, 62, Playwright; Wrote 'Other People's Money'",2001-06-15,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
"A Chef Moves Pots, Pans and His Name",2001-06-03,article,Review,,"['Reviews', 'Restaurants']"
A Land Rush for Compost in the City,2001-06-17,article,News,,[]
60 Percent Off: Can Labor Day Be Far Behind?,2001-06-19,article,News,,['APPAREL']
Funds That Focus On Truly Liquid Assets,2001-06-17,article,News,,"['Wines', 'Biographical Information', 'Mutual Funds', 'Stocks and Bonds', 'Alcoholic Beverages']"
"Market Place; Citing Economy and Debt, Warnaco Files for Chapter 11",2001-06-12,article,News,,"['Finances', 'Bankruptcies']"
