headline,date,doc_type,material_type,section,keywords
The Gathering Storm Over Prescription Drugs,1999-11-14,article,News,,"['HEALTH INSURANCE', 'Drugs (Pharmaceuticals)', 'Prices (Fares, Fees and Rates)', 'INDUSTRY PROFILES', 'AGED', 'Medicine and Health', 'Lobbying and Lobbyists']"
Q & A,1999-11-28,article,Question,,[]
CYBERSCOUT,1999-11-21,article,News,,"['Medicine and Health', 'Travel and Vacations', 'Computers and the Internet']"
"A Touch of the Lips And, Voila, a Prince",1999-11-17,article,News,,"['Wines', 'Alcoholic Beverages']"
In Search of the Revered Truffle,1999-11-13,article,News,,['Truffles']
DOWNTIME; Technology Puts the Recording Studio on a Hard Drive,1999-11-11,article,News,,"['Music', 'Computers and the Internet', 'COMPUTER SOFTWARE']"
Adventures In Expenses Accounts,1999-11-07,article,News,,"['Expense Accounts', 'LABOR']"
"For Collectors, the Joy Is in the Details",1999-11-14,article,News,,"['Automobiles', 'Collectors and Collections', 'Motorcycles, Motor Bikes and Motorscooters', 'Buttons', ""World's Fairs""]"
Republicans in Congress Ease Impasse Over Budget,1999-11-16,article,News,,"['Finances', 'Law and Legislation', 'Budgets and Budgeting']"
"Windows, Do They Do Windows!",1999-11-14,article,News,,"['RETAIL STORES AND TRADE', 'Christmas']"
