headline,date,doc_type,material_type,section,keywords
Reckonings; Goldilocks And the Bears,2000-04-16,article,Op-Ed,,"['United States Economy', 'Stocks and Bonds']"
"Delicate Embroidery, Now Within Reach",2000-04-27,article,News,,['EMBROIDERY']
Dubai : The Pearl of the Gulf,2000-04-14,article,,,[]
Remember Fountain Pens?,2000-04-23,article,News,,"['Pens and Pencils', 'COMPANY AND ORGANIZATION PROFILES', 'INDUSTRY PROFILES']"
Technology Share Plunge Hurting Stock Options,2000-04-19,article,News,,"['Stock Options and Purchase Plans', 'Stocks and Bonds']"
"Patents; An accidental harp, via eBay, sets off a successful search for the origins of 19th-century artisanship.",2000-04-17,article,News,,"['Auctions', 'Harps', 'Inventions and Patents']"
MANAGEMENT: A Tale of Muscle and Morale; Why Home Depot Employs Olympic Athletes,2000-04-12,article,News,,"['LABOR', 'OLYMPIC GAMES (2000)', 'Hiring and Promotion', 'Olympic Games', 'SUMMER GAMES (OLYMPICS)', 'RETAIL STORES AND TRADE']"
Web Air Deals: Caveat Surfer,2000-04-16,article,News,,"['Airlines and Airplanes', 'Prices (Fares, Fees and Rates)', 'Consumer Protection', 'RESERVATIONS (AIRLINES, HOTELS, ETC)', 'Travel and Vacations', 'Computers and the Internet']"
"I Shop, and the World Is a Better Place",2000-04-30,article,News,,"['Souvenirs', 'Travel and Vacations', 'RETAIL STORES AND TRADE']"
MEDICINE MERCHANTS: Birth of a Blockbuster; Drug Makers Reap Profits On Tax-Backed Research,2000-04-23,article,News,,"['States (US)', 'HEALTH INSURANCE', 'Drugs (Pharmaceuticals)', 'Prices (Fares, Fees and Rates)', 'Medicare', 'Medicine and Health', 'XALATAN (DRUG)', 'Regulation and Deregulation of Industry', 'Glaucoma', 'Eyes and Eyesight']"
