headline,date,doc_type,material_type,section,keywords
Leader of China Aims at Military With Graft Case,2014-03-31,article,News,,"['Corruption (Institutional)', 'Defense and Military Forces', 'Bribery and Kickbacks']"
Lobbyists Set to Fight Royalty Bill for Artists,2014-03-23,article,News,,"['Art', 'Auctions', 'Royalties']"
Wheelies: The Fast and Unfortunate Edition,2014-03-26,article,News,,"['Automobiles', 'Deaths (Fatalities)', 'Law and Legislation']"
Good Irish Coffee Starts With the Cow,2014-03-11,article,News,,"['Bars and Nightclubs', 'Dairy Products', 'Alcoholic Beverages']"
Today in Small Business: The S.B.A.’s Red Tape Ombudsman,2014-03-28,article,News,,"['Entrepreneurship', 'Small Business']"
"Dream Homes in Kings Point, L.I.",2014-03-18,article,News,,['Real Estate and Housing (Residential)']
Hoping to Hear ‘Play Ball’ in Montreal,2014-03-29,article,News,,"['Baseball', 'Stadiums and Arenas']"
A Rapper Appropriating Dion’s Cool,2014-03-28,article,Review,,"['Music', 'Rap and Hip-Hop']"
"For Opening Day, a Campaign to Love Baseball",2014-03-31,article,News,,"['Baseball', 'Advertising and Marketing', 'News and News Media', 'Online Advertising', 'Television', 'Social Media']"
Ten Key Questions on Health Care Enrollment,2014-03-27,multimedia,Interactive Feature,,"['Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care']"
