headline,date,doc_type,material_type,section,keywords
A Classic Timepiece Pays Tribute to Oil,2013-11-28,article,News,,"['Watches and Clocks', 'Oil (Petroleum) and Gasoline', 'Luxury Goods and Services']"
Pop Culture Stars Join Luxury Design Teams,2013-11-29,article,News,,"['Watches and Clocks', 'Luxury Goods and Services']"
What I Needed to Understand About Health Insurance,2013-11-26,article,News,,"['Health Insurance and Managed Care', 'Insurance', 'Patient Protection and Affordable Care Act (2010)', 'Prices (Fares, Fees and Rates)', 'Small Business']"
Aiming for Truly Sustainable Buildings,2013-11-01,article,News,,"['Leadership in Energy and Environmental Design (LEED)', 'Real Estate and Housing (Residential)', 'Energy Efficiency', 'Sustainable Living']"
Making San Francisco Accessible to More Than the Tech Elite,2013-11-26,article,News,,"['Computers and the Internet', 'Gentrification']"
Making Every Rolex Even More Special,2013-11-28,article,News,,"['Watches and Clocks', 'Luxury Goods and Services']"
Keeping an Eye on Emotion,2013-11-21,article,News,,['Jewels and Jewelry']
A Sweeping Look at More Than 4 Centuries of Jewelry From India,2013-11-12,article,News,,['Jewels and Jewelry']
Bubblephobia and Monetary Policy,2013-11-23,article,News,,[]
Navigating a Transformed Insurance Marketplace,2013-11-19,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)']"
