headline,date,doc_type,material_type,section,keywords
A Big P.R. Problem,2021-06-30,article,News,,"['Bitcoin (Currency)', 'Artificial Intelligence']"
Solar Power on Your Wrist,2021-06-18,article,News,,"['Watches and Clocks', 'Solar Energy']"
Weddings Took a Big Hit in 2020. Enter the Micro-Wedding.,2021-06-14,article,News,,"['Weddings and Engagements', 'Coronavirus (2019-nCoV)', 'Entrepreneurship', 'Small Business']"
"Once Again, Fossils Are Hot",2021-06-18,article,News,,"['Paleontology', 'Fossils', 'Auctions', 'Dinosaurs', 'Collectors and Collections', 'Masterpiece London Art Fair']"
The City Awaits You. We’ve Got a Few Tips.,2021-06-09,article,News,,"['Summer (Season)', 'Content Type: Service', 'Newsletters']"
Robinhood Reveals Rising Revenue and a $1.4 Billion Loss,2021-07-01,article,News,,"['Venture Capital', 'Mobile Applications', 'Stocks and Bonds', 'Company Reports', 'Computers and the Internet']"
They Turned the ‘Ugliest Rundown Condo’ Into a Hawaiian Dream,2021-06-30,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Home Repairs and Improvements', 'Restoration and Renovation', 'Furniture', 'Architecture', 'Quarantine (Life and Culture)']"
The Original Ugly Sneaker Is Back,2021-06-15,article,News,,"['Sneakers', 'Fashion and Apparel', 'Shopping and Retail', 'your-feed-fashion']"
"Obamacare’s Survival Is Now Assured, but It Still Has One Big Problem",2021-06-28,article,News,,"['Medicaid', 'Patient Protection and Affordable Care Act (2010)', 'States (US)', 'Health Insurance and Managed Care']"
Why You Still Might Want to Have a Home Covid Test on Hand,2021-06-29,article,News,,"['Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'Content Type: Service', 'Vaccination and Immunization', 'Parties (Social)', 'Weddings and Engagements', 'Influenza']"
