headline,date,doc_type,material_type,section,keywords
 A Deficit With a Good Side,1984-07-22,article,Summary,,['TERMS NOT AVAILABLE']
A POOR 2D QUARTER FOR STOCKS,1984-07-02,article,News,,"['Surveys and Series', 'Stocks and Bonds']"
"FRIDAY, JULY 13, 1984",1984-07-13,article,Summary,,['TERMS NOT AVAILABLE']
"NUMISMATICS;
NEW YORK'S ASCENDANCY AS AN AUCTION CAPITAL",1984-07-01,article,News,,['TERMS NOT AVAILABLE']
Prime Rate Up In South Africa,1984-07-17,article,News,,['TERMS NOT AVAILABLE']
THE TUMBLE IN COMMODITIES,1984-07-21,article,News,,['TERMS NOT AVAILABLE']
Take XXIII,1984-07-31,article,News,,['TERMS NOT AVAILABLE']
JEWELRY INSPIRED BY ANTIQUITY,1984-07-15,article,News,,['TERMS NOT AVAILABLE']
BUSINESS DIGEST,1984-07-30,article,Summary,,['TERMS NOT AVAILABLE']
 Debt Issues,1984-07-06,article,News,,['TERMS NOT AVAILABLE']
