headline,date,doc_type,material_type,section,keywords
Costs Increase for Building N.F.L. Stadium,2007-01-27,article,News,,"['Athletics and Sports', 'Stadiums and Arenas']"
The President’s Risky Health Plan,2007-01-26,article,Editorial,,"['Editorials', 'Medicine and Health', 'Tax Credits', 'Health Insurance and Managed Care']"
How to Catch a Falling Dollar (and Even Make a Profit),2007-01-14,article,News,,"['United States Economy', 'Third World and Developing Countries', 'Currency']"
Global Rally on First Day of Trading in New Year,2007-01-03,article,News,,['Stocks and Bonds']
"On Middle-Class Streets, a Mansion Without the ‘Mc’",2007-01-14,article,News,,['Housing']
Briefing: Russia's oil fund surges close to $90 billion - Business - International Herald Tribune,2007-01-10,article,News,,[]
Bush seeks tax changes to help cover the uninsured - Americas - International Herald Tribune,2007-01-21,article,News,,[]
Converting the U.S. breadbasket to the fuel tank - Business - International Herald Tribune,2007-01-05,article,News,,[]
"Next to the White House, a Treasure Overlooked",2007-02-01,article,News,,"['Restoration and Rehabilitation', 'Historic Buildings and Sites']"
Escape From the Nursing Home,2007-01-17,article,Op-Ed,,"['Medicaid', 'Medicine and Health', 'Privacy', 'Health Insurance and Managed Care', 'Hospitals', 'AGED', 'Nursing Homes']"
